ID	AccINSDC	Name	Assembly	BioSample	BioProject	Date	TaxId	Lineage	SuperKingdom	Phylum	Class	Order	Family	Genus	Species	Size	MolecularType	AnnotDate	Topology	MOB_60	MPF	PFinder_60	PTU	HRange
NZ_CP026804.1	CP026804.1	unnamed1	GCF_002946695.1	SAMN08330283	PRJNA218110	2018-02-23	623	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	245004	Plasmid	04-JAN-2020	linear	-	-	IncFII	PTU-FSh	III
NZ_CP028616.1	CP028616.1	pTA141	GCF_005221605.1	SAMN08773048	PRJNA445267	2019-05-07	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	94495	Plasmid	08-MAY-2019	circular	-	-	IncFIA;IncFIB(AP001918);IncFII	PTU-E5	I
NZ_CP028615.1	CP028615.1	pTA141-2	GCF_005221605.1	SAMN08773048	PRJNA445267	2019-05-07	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	6078	Plasmid	08-MAY-2019	circular	-	-	Col440I	PTU-E1	III
NZ_CP039577.1	CP039577.1	p10-3857.1	GCF_004919245.1	SAMN11333151	PRJNA316728	2019-04-28	90371	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	148809	Plasmid	03-FEB-2020	circular	MOBF	typeF	IncFIB(S);IncFII(S)	PTU-FS	I
NC_013265.1	FP236828.1	pEP05	GCF_000027265.1	SAMEA2272200		2010-03-05	634499	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia pyrifoliae;Erwinia pyrifoliae Ep1/96	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia pyrifoliae	4955	Plasmid	15-APR-2020	circular	-	-	-	PTU-E3	VI
NZ_CP022078.1	CP022078.1	unnamed1	GCF_002209045.1	SAMN04875591	PRJNA231221	2017-06-27	197	root;cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	46746	Plasmid	18-OCT-2019	circular	MOBP	typeT	-	PTU-Cam1	II
NZ_CP033633.1	CP033633.1	pTB-nb2	GCF_003790525.1	SAMN07723175	PRJNA412707	2018-11-19	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	139752	Plasmid	03-MAR-2020	circular	MOBP	-	IncB/O/K/Z	PTU-BOKZ	III
NZ_CP033634.1	CP033634.1	pTB-nb3	GCF_003790525.1	SAMN07723175	PRJNA412707	2018-11-19	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	82252	Plasmid	03-MAR-2020	circular	-	-	IncFII	PTU-FE	III
NZ_CP033636.1	CP033636.1	pTB-nb4	GCF_003790525.1	SAMN07723175	PRJNA412707	2018-11-19	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	253793	Plasmid	03-MAR-2020	circular	MOBH	-	IncHI2;IncHI2A	PTU-HI2	IV
NZ_CP040049.1	CP040049.1	unnamed2	GCF_005280375.1	SAMN11554995	PRJNA540755	2019-05-11	470	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	16479	Plasmid	13-MAY-2019	circular	-	-	-	PTU-Pse7	I
NZ_CP043208.1	CP043208.1	pET1.1-IncH	GCF_008124345.1	SAMN12603259	PRJNA560883	2019-08-29	2605619	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli O16:H48	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	64997	Plasmid	02-SEP-2019	circular	MOBP	typeT	IncI2	PTU-I2	III
NZ_CP032205.1	CP032205.1	unnamed	GCF_003571685.1	SAMN04014854	PRJNA292901	2018-09-16	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	70275	Plasmid	26-FEB-2020	circular	MOBF	typeF	IncFII	PTU-FE	III
NZ_CP035634.1	CP035634.1	unnamed2	GCF_004151605.1	SAMN10844942	PRJNA517781	2019-02-09	550	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex;Enterobacter cloacae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	289962	Plasmid	08-MAR-2020	circular	MOBH	-	IncHI2;IncHI2A	PTU-HI2	IV
NZ_CP018238.1	CP018238.1	pO157	GCF_001890205.1	SAMN05544764	PRJNA336330	2016-12-07	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	91420	Plasmid	07-SEP-2019	circular	-	-	IncFIB(AP001918);IncFII	PTU-E5	I
NZ_CP034804.1	CP034804.1	p2009C-3554-1	GCF_004010575.1	SAMN04531139	PRJNA218110	2019-01-10	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	83424	Plasmid	05-MAR-2020	circular	MOBP	typeI	IncI1	PTU-I1	III
NZ_CP034805.1	CP034805.1	p2009C-3554-2	GCF_004010575.1	SAMN04531139	PRJNA218110	2019-01-10	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	94014	Plasmid	05-MAR-2020	circular	-	-	IncFIB(AP001918);IncFII	PTU-E5	I
NZ_CP018946.1	CP018946.1	pEC224_2	GCF_002011945.1	SAMN05511177	PRJNA316786	2017-03-03	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	87114	Plasmid	07-NOV-2019	circular	MOBP	typeI	IncI1	PTU-I1	III
NZ_CP018943.1	CP018943.1	pEC224_5	GCF_002011945.1	SAMN05511177	PRJNA316786	2017-03-03	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	6647	Plasmid	07-NOV-2019	circular	-	-	ColRNAI	PTU-E1	III
NZ_CP018942.1	CP018942.1	pEC224_6	GCF_002011945.1	SAMN05511177	PRJNA316786	2017-03-03	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	4063	Plasmid	07-NOV-2019	circular	MOBQ	-	-	PTU-E10	III
NZ_CP018941.1	CP018941.1	pEC224_7	GCF_002011945.1	SAMN05511177	PRJNA316786	2017-03-03	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	4062	Plasmid	07-NOV-2019	circular	MOBQ	-	Col8282	PTU-E10	III
NZ_CP018940.1	CP018940.1	pEC224_8	GCF_002011945.1	SAMN05511177	PRJNA316786	2017-03-03	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	2883	Plasmid	07-NOV-2019	circular	-	-	Col440I	PTU-E76	VI
NZ_CP018945.1	CP018945.1	pEC224_KPC	GCF_002011945.1	SAMN05511177	PRJNA316786	2017-03-03	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	55436	Plasmid	07-NOV-2019	circular	MOBF	typeT	IncN	PTU-N1	IV
NZ_CP020838.1	CP020838.1	pBK13043-1	GCF_002156725.1	SAMN06701573	PRJNA376414	2017-05-23	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	232540	Plasmid	20-DEC-2019	circular	MOBF	typeF	IncFIB(K);IncFII(K)	PTU-FK	III
NZ_CP020839.1	CP020839.1	pBK13043-2	GCF_002156725.1	SAMN06701573	PRJNA376414	2017-05-23	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	57580	Plasmid	20-DEC-2019	circular	MOBP	typeT	IncX3	PTU-X3	IV
NZ_CP020840.1	CP020840.1	pBK13043-3	GCF_002156725.1	SAMN06701573	PRJNA376414	2017-05-23	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	11984	Plasmid	20-DEC-2019	circular	MOBC	-	ColRNAI	PTU-E4	III
NC_006855.1	AY509003.1	pSCV50	GCF_000008105.1	SAMN02603109	PRJNA9618	2005-04-01	321314	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Choleraesuis;Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	49558	Plasmid	25-AUG-2019	circular	-	-	IncFIB(S);IncFII(S)	PTU-FS	I
NZ_CP020546.1	CP020546.1	pZJ3920-1	GCF_003076395.1	SAMN06649969	PRJNA380845	2018-05-01	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	133639	Plasmid	13-JAN-2020	circular	-	-	IncFIB(AP001918);IncFII	PTU-E81	III
NZ_CP020547.1	CP020547.1	pZJ3920-2	GCF_003076395.1	SAMN06649969	PRJNA380845	2018-05-01	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	127809	Plasmid	13-JAN-2020	circular	MOBP	typeI	IncI1	PTU-I1	III
NZ_CP020548.1	CP020548.1	pZJ3920-3	GCF_003076395.1	SAMN06649969	PRJNA380845	2018-05-01	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	60959	Plasmid	13-JAN-2020	circular	MOBP	typeT	IncI2	PTU-I2	III
NZ_CP017655.1	CP017655.1	unnamed	GCF_001806465.1	SAMN05601672	PRJNA339690	2016-10-21	470	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	72073	Plasmid	18-MAR-2020	circular	MOBF	typeF	-	PTU-Pse5	II
NZ_CP043223.1	CP043223.1	pET1.1-IncH	GCF_008124445.1	SAMN12603253	PRJNA560883	2019-08-29	134047	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Bredeney	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	257405	Plasmid	03-SEP-2019	circular	MOBH	-	IncHI2;IncHI2A	PTU-HI2	IV
NZ_CP043224.1	CP043224.1	pET1.2-IncN	GCF_008124445.1	SAMN12603253	PRJNA560883	2019-08-29	134047	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Bredeney	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	42407	Plasmid	03-SEP-2019	circular	MOBF	typeT	IncN	PTU-N1	IV
NC_013655.1	AP009379.1	pECSF1	GCF_000010485.1	SAMD00060923	PRJDA19053	2009-12-14	431946	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli SE15	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	122345	Plasmid	13-FEB-2020	circular	MOBF	-	Col156;IncFIB(AP001918);IncFII(29)	PTU-FE	III
NZ_CP025239.1	CP025239.1	pSNE2-1928	GCF_004136135.1	SAMN02716897	PRJNA236690	2019-02-04	1454621	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Newport;Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1928	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	96768	Plasmid	09-MAR-2020	circular	MOBP	typeI	IncI	PTU-I1	III
NZ_CP025240.1	CP025240.1	pSNE3-1928	GCF_004136135.1	SAMN02716897	PRJNA236690	2019-02-04	1454621	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Newport;Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1928	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	146581	Plasmid	09-MAR-2020	circular	MOBH	typeF	IncA/C2	PTU-C	V
NZ_CP006031.1	CP006031.1	pEFT110	GCF_000737555.1	SAMN02194078	PRJNA207757	2014-08-04	1344042	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium;Enterococcus faecium T110	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	44086	Plasmid	27-NOV-2019	circular	MOBP	-	repUS15	PTU-Lab18	I
NZ_CP041432.1	CP041432.1	pSTEC316	GCF_009950805.1	SAMN12214766	PRJNA552621	2020-01-29	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	80029	Plasmid	31-JAN-2020	circular	MOBF	typeF	IncFII(pHN7A8)	PTU-FE	III
NZ_CP026714.1	CP026714.1	pFORC_078_2	GCF_004135835.1	SAMN08449845	PRJNA432476	2019-02-04	28901	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	59333	Plasmid	08-MAR-2020	circular	-	-	IncFIB(S);IncFII(S)	PTU-FS	I
NZ_CP022721.1	CP022721.1	pPS00087.1A.1	GCF_003354925.1	SAMN07340894	PRJNA393749	2018-08-03	1280	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	20730	Plasmid	24-FEB-2020	circular	-	-	rep16;rep5	PTU-Bac18	II
NZ_CP016399.1	CP016399.1	unnamed1	GCF_002214665.1	SAMN05292960	PRJNA326817	2017-07-05	1280	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	4114	Plasmid	21-DEC-2019	circular	-	-	rep21	PTU-Bac16	III
NZ_CP022165.1	CP022165.1	pM160133_p1	GCF_002214205.1	SAMN07273977	PRJNA391721	2017-07-03	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	233149	Plasmid	21-DEC-2019	circular	MOBH	-	IncHI2;IncHI2A	PTU-HI2	IV
NZ_CP022166.1	CP022166.1	pM160133_p2	GCF_002214205.1	SAMN07273977	PRJNA391721	2017-07-03	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	173624	Plasmid	21-DEC-2019	circular	MOBF	typeF	IncFIA;IncFIB(AP001918);IncFIC(FII)	PTU-E81	III
NZ_CP022167.1	CP022167.1	pM160133_p3	GCF_002214205.1	SAMN07273977	PRJNA391721	2017-07-03	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	113428	Plasmid	21-DEC-2019	circular	-	-	-	PTU-E16	III
NZ_LR135489.1	LR135489.1	2_length=229675	GCF_900639715.1	SAMEA4885787	PRJEB28495	2019-01-02	1352	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	229675	Plasmid	05-MAR-2020	linear	MOBP	-	repUS15	PTU-Lab50	I
NZ_LR135493.1	LR135493.1	6_length=6173	GCF_900639715.1	SAMEA4885787	PRJEB28495	2019-01-02	1352	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	6173	Plasmid	05-MAR-2020	linear	MOBP	-	rep11	PTU-Lab17	I
NZ_LR135495.1	LR135495.1	8_length=4372	GCF_900639715.1	SAMEA4885787	PRJEB28495	2019-01-02	1352	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	4372	Plasmid	05-MAR-2020	linear	MOBV	-	-	PTU-Lab37	V
NZ_CP028679.1	CP028679.1	pTA114	GCF_005222265.1	SAMN08773026	PRJNA445267	2019-05-07	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	93182	Plasmid	09-MAY-2019	circular	-	-	IncFIA;IncFIB(AP001918);IncFII	PTU-E5	I
NZ_CP028678.1	CP028678.1	pTA114-2	GCF_005222265.1	SAMN08773026	PRJNA445267	2019-05-07	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	6078	Plasmid	09-MAY-2019	circular	MOBP	-	Col440I	PTU-E1	III
NZ_CP014980.1	CP014980.1	pSTY1-H2662	GCF_001623825.2	SAMN02716865	PRJNA236709	2017-02-24	1454640	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhimurium;Salmonella enterica subsp. enterica serovar Typhimurium str. CDC H2662	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	94034	Plasmid	18-SEP-2019	circular	MOBF	typeF	IncFIB(S);IncFII(S)	PTU-FS	I
NZ_CP043510.1	CP043510.1	unnamed	GCF_011057955.1	SAMN12657726	PRJNA562876	2020-03-02	399587	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Rissen	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	4657	Plasmid	04-MAR-2020	circular	-	-	-	PTU-E3	VI
NZ_CP030940.1	CP030940.1	pAMSH1	GCF_003325975.1	SAMN09640158	PRJNA480548	2018-07-18	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	257394	Plasmid	24-FEB-2020	circular	MOBH	-	IncHI2;IncHI2A;IncQ1	PTU-HI2	IV
NZ_CP039592.1	CP039592.1	p11-0500.1	GCF_004919365.1	SAMN11333158	PRJNA316728	2019-04-28	90371	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	93998	Plasmid	03-FEB-2020	circular	MOBF	typeF	IncFIB(S);IncFII(S)	PTU-FS	I
NZ_CP022153.1	CP022153.1	p705SK3_2	GCF_002211705.1	SAMN07260758	PRJNA391280	2017-06-30	546	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii complex;Citrobacter freundii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	63458	Plasmid	03-JUL-2017	circular	MOBP	typeI	IncL/M(pOXA-48)	PTU-LM	IV
NZ_CP029083.1	CP029083.1	unnamed1	GCF_003073755.1	SAMN07291557	PRJNA316321	2018-04-30	1280	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	20730	Plasmid	17-FEB-2020	circular	-	-	rep16;rep5	PTU-Bac18	II
NZ_CP006927.1	CP006927.1	p30660_1	GCF_000598005.1	SAMN03081502	PRJNA226698	2014-03-19	1420012	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae;Klebsiella pneumoniae 30660/NJST258_1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	142788	Plasmid	10-FEB-2020	circular	MOBF	-	IncFIB(K);IncFII(K)	PTU-FK	III
NZ_CP006928.1	CP006928.1	p30660_4	GCF_000598005.1	SAMN03081502	PRJNA226698	2014-03-19	1420012	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae;Klebsiella pneumoniae 30660/NJST258_1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	14249	Plasmid	10-FEB-2020	circular	MOBC	-	ColRNAI	PTU-E4	III
